v2	I(R2)
6.319999999999910e+000	2.155916e-002
6.329999999999910e+000	2.156237e-002
6.339999999999909e+000	2.156558e-002
6.349999999999909e+000	2.156880e-002
6.359999999999909e+000	2.157201e-002
6.369999999999909e+000	2.157522e-002
6.379999999999908e+000	2.157843e-002
6.389999999999908e+000	2.158165e-002
6.399999999999908e+000	2.158486e-002
6.409999999999908e+000	2.158807e-002
6.419999999999908e+000	2.159128e-002
6.429999999999907e+000	2.159449e-002
6.439999999999907e+000	2.159771e-002
6.449999999999907e+000	2.160092e-002
6.459999999999907e+000	2.160413e-002
6.469999999999907e+000	2.160734e-002
6.479999999999906e+000	2.161056e-002
6.489999999999906e+000	2.161377e-002
6.499999999999906e+000	2.161698e-002
6.509999999999906e+000	2.162020e-002
6.519999999999905e+000	2.162341e-002
6.529999999999905e+000	2.162662e-002
6.539999999999905e+000	2.162983e-002
6.549999999999905e+000	2.163305e-002
6.559999999999905e+000	2.163626e-002
6.569999999999904e+000	2.163947e-002
6.579999999999904e+000	2.164268e-002
6.589999999999904e+000	2.164589e-002
6.599999999999904e+000	2.164911e-002
6.609999999999904e+000	2.165232e-002
6.619999999999903e+000	2.165553e-002
6.629999999999903e+000	2.165874e-002
6.639999999999903e+000	2.166196e-002
6.649999999999903e+000	2.166517e-002
6.659999999999902e+000	2.166838e-002
6.669999999999902e+000	2.167160e-002
6.679999999999902e+000	2.167481e-002
6.689999999999902e+000	2.167802e-002
6.699999999999902e+000	2.168123e-002
6.709999999999901e+000	2.168445e-002
6.719999999999901e+000	2.168766e-002
6.729999999999901e+000	2.169087e-002
6.739999999999901e+000	2.169408e-002
6.749999999999901e+000	2.169729e-002
6.759999999999900e+000	2.170051e-002
6.769999999999900e+000	2.170372e-002
6.779999999999900e+000	2.170693e-002
6.789999999999900e+000	2.171014e-002
6.799999999999900e+000	2.171336e-002
6.809999999999899e+000	2.171657e-002
6.819999999999899e+000	2.171978e-002
6.829999999999899e+000	2.172299e-002
6.839999999999899e+000	2.172621e-002
6.849999999999898e+000	2.172942e-002
6.859999999999898e+000	2.173263e-002
6.869999999999898e+000	2.173585e-002
6.879999999999898e+000	2.173906e-002
6.889999999999898e+000	2.174227e-002
6.899999999999897e+000	2.174548e-002
6.909999999999897e+000	2.174869e-002
6.919999999999897e+000	2.175191e-002
6.929999999999897e+000	2.175512e-002
6.939999999999897e+000	2.175833e-002
6.949999999999896e+000	2.176154e-002
6.959999999999896e+000	2.176476e-002
6.969999999999896e+000	2.176797e-002
6.979999999999896e+000	2.177118e-002
6.989999999999895e+000	2.177439e-002
6.999999999999895e+000	2.177761e-002
7.009999999999895e+000	2.178082e-002
7.019999999999895e+000	2.178403e-002
7.029999999999895e+000	2.178724e-002
7.039999999999894e+000	2.179046e-002
7.049999999999894e+000	2.179367e-002
7.059999999999894e+000	2.179688e-002
7.069999999999894e+000	2.180009e-002
7.079999999999894e+000	2.180331e-002
7.089999999999893e+000	2.180652e-002
7.099999999999893e+000	2.180973e-002
7.109999999999893e+000	2.181294e-002
7.119999999999893e+000	2.181615e-002
7.129999999999892e+000	2.181937e-002
7.139999999999892e+000	2.182258e-002
7.149999999999892e+000	2.182579e-002
7.159999999999892e+000	2.182901e-002
7.169999999999892e+000	2.183222e-002
7.179999999999891e+000	2.183543e-002
7.189999999999891e+000	2.183864e-002
7.199999999999891e+000	2.184186e-002
7.209999999999891e+000	2.184507e-002
7.219999999999891e+000	2.184828e-002
7.229999999999890e+000	2.185149e-002
7.239999999999890e+000	2.185470e-002
7.249999999999890e+000	2.185792e-002
7.259999999999890e+000	2.186113e-002
7.269999999999889e+000	2.186434e-002
7.279999999999889e+000	2.186755e-002
7.289999999999889e+000	2.187077e-002
7.299999999999889e+000	2.187398e-002
7.309999999999889e+000	2.187719e-002
7.319999999999888e+000	2.188041e-002
7.329999999999888e+000	2.188362e-002
7.339999999999888e+000	2.188683e-002
